,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.5679689049720764,0.7548982501029968,0.7781039476394653,0.5076487064361572,0.6559321880340576,0.454672634601593,0.5444843173027039,0.6904747486114502,0.7891760468482971,0.6298145055770874,0.5509679913520813,0.5744543671607971,0.5478683114051819,0.6533944606781006,0.8190315961837769,0.6585771441459656,0.4523272216320038,0.6701759696006775,0.7031360268592834,0.767840564250946,0.5783183574676514,0.5881890654563904,0.5760268568992615,0.6401902437210083,0.5161916613578796,0.6826015114784241,0.9219641089439392,0.5731680393218994,0.6106406450271606,0.9310978055000305,0.6834979057312012,0.6554354429244995,0.6338028311729431,0.668036162853241,0.7895594835281372,0.6692829132080078,0.5791263580322266,0.5890281796455383,0.5708722472190857,0.6702726483345032,0.5315871834754944,0.5250453948974609,0.4635544717311859,0.7517596483230591,0.6656433343887329,0.8509518504142761,0.7508023977279663,0.5200727581977844,0.5485858917236328,0.616011917591095
1,0.8733255863189697,0.7377521395683289,0.4188828766345978,0.7076425552368164,0.6504976749420166,0.752213716506958,0.7522794604301453,0.7401261925697327,0.8241596817970276,0.6135385036468506,0.8205921053886414,0.7162003517150879,0.7520925998687744,0.6650739312171936,0.557212233543396,0.8041616678237915,0.7272018790245056,0.6661825776100159,0.5396407842636108,0.47472718358039856,0.5557290315628052,0.6866698265075684,0.6512305736541748,0.5328638553619385,0.7533939480781555,0.6262250542640686,0.6550830602645874,0.6125511527061462,0.6260768175125122,0.6529143452644348,0.8259298205375671,0.7832390666007996,0.7252530455589294,0.7338310480117798,0.7597470283508301,0.500755786895752,0.4274823069572449,0.5440102815628052,0.7634763121604919,0.39831870794296265,0.8292869925498962,0.5128673315048218,0.7663498520851135,0.5680190920829773,0.5071277618408203,0.7345312237739563,0.8469057083129883,0.48749205470085144,0.7578248381614685,0.46809452772140503
2,0.23224179446697235,0.645259439945221,0.47435128688812256,0.5234123468399048,0.5062227845191956,0.19710701704025269,0.5887860059738159,0.7437492609024048,0.45711013674736023,0.33690786361694336,0.35683324933052063,0.5552762150764465,0.4893392324447632,0.45648443698883057,0.5820297598838806,0.3935346007347107,0.49630361795425415,0.6144656538963318,0.6877890229225159,0.37155935168266296,0.4766691029071808,0.636343777179718,0.42133113741874695,0.4427914321422577,0.32813194394111633,0.615351140499115,0.5766207575798035,0.2962062954902649,0.5616132616996765,0.5766804218292236,0.47898319363594055,0.43290284276008606,0.5232506394386292,0.5049762725830078,0.46521875262260437,0.45550984144210815,0.16998130083084106,0.41467779874801636,0.2575722634792328,0.48766839504241943,0.39150044322013855,0.33205872774124146,0.50128573179245,0.6088874936103821,0.5961326956748962,0.5058773756027222,0.41524195671081543,0.4826732277870178,0.5059334635734558,0.4958111643791199
3,0.7402264475822449,0.35260921716690063,0.13422821462154388,0.4164639711380005,0.35200729966163635,0.6612882018089294,0.377519428730011,0.3029926121234894,0.5525580048561096,0.42189139127731323,0.6057577729225159,0.38483285903930664,0.4735763669013977,0.39877742528915405,0.21526850759983063,0.5753589272499084,0.4281187951564789,0.31478700041770935,0.12377793341875076,0.2648293077945709,0.2996612787246704,0.2981845736503601,0.403076171875,0.29593563079833984,0.5740016102790833,0.26657456159591675,0.30571651458740234,0.44831526279449463,0.2895747721195221,0.30803048610687256,0.5403332710266113,0.5397886037826538,0.4184781014919281,0.4202940762042999,0.495033860206604,0.24913179874420166,0.33564069867134094,0.31211918592453003,0.6429290175437927,0.1226072683930397,0.5976855754852295,0.31252521276474,0.44839009642601013,0.19282536208629608,0.15570642054080963,0.4146036207675934,0.5980221629142761,0.22569981217384338,0.45149409770965576,0.17767997086048126
4,0.533122718334198,0.5854447484016418,0.4921095371246338,0.6355346441268921,0.5306938886642456,0.4960211217403412,0.5253825187683105,0.6640033721923828,0.5460695624351501,0.5086356997489929,0.5348877906799316,0.5496483445167542,0.5584859848022461,0.4879266917705536,0.5516052842140198,0.5510649681091309,0.5935289859771729,0.559752881526947,0.5674818754196167,0.4094279706478119,0.5318847298622131,0.5744740962982178,0.504368245601654,0.5179550051689148,0.5023515224456787,0.582166314125061,0.5737159848213196,0.4505857825279236,0.5636013746261597,0.5572830438613892,0.5422003269195557,0.5170807838439941,0.533393919467926,0.4891146719455719,0.5399180054664612,0.4537510573863983,0.3271069824695587,0.5103129744529724,0.51472008228302,0.5153053402900696,0.5272247195243835,0.40850043296813965,0.5114209055900574,0.5724589228630066,0.530577540397644,0.5044301152229309,0.5502424836158752,0.6051951050758362,0.5451696515083313,0.48060843348503113
5,0.5487719178199768,0.5117588639259338,0.853464663028717,0.48680663108825684,0.5378948450088501,0.4975268542766571,0.2385624498128891,0.5093066096305847,0.613220751285553,0.7250486016273499,0.4145699739456177,0.3729172945022583,0.4049302339553833,0.48422113060951233,0.7768917083740234,0.5612059235572815,0.36936551332473755,0.4852311611175537,0.5716641545295715,0.7460374236106873,0.5508454442024231,0.35000163316726685,0.4815289378166199,0.6964950561523438,0.42577436566352844,0.5475689172744751,0.8028697371482849,0.5758180022239685,0.48847606778144836,0.7706993818283081,0.4563060998916626,0.4345490038394928,0.43348246812820435,0.41197600960731506,0.6567836999893188,0.6069204807281494,0.6527218222618103,0.634828507900238,0.5714815258979797,0.752072274684906,0.3716525733470917,0.518219530582428,0.18998894095420837,0.6532475352287292,0.5669060945510864,0.6250094771385193,0.581681489944458,0.7044231295585632,0.3436034321784973,0.6026883721351624
6,0.25334811210632324,0.1801348775625229,0.36981862783432007,-0.0025338386185467243,0.16551274061203003,0.17640399932861328,0.006716584321111441,0.023053307086229324,0.34068381786346436,0.294442743062973,0.1454499512910843,0.05211097002029419,0.05984869599342346,0.22072982788085938,0.33319711685180664,0.21808966994285583,-0.0706973746418953,0.11394284665584564,0.12809884548187256,0.45579537749290466,0.1390758454799652,0.007381047587841749,0.15861649811267853,0.23122479021549225,0.16066204011440277,0.1332249939441681,0.3811452388763428,0.25876954197883606,0.07623516768217087,0.4155327081680298,0.2016041874885559,0.18922190368175507,0.13405348360538483,0.18325325846672058,0.341035395860672,0.27776840329170227,0.3997451961040497,0.18097414076328278,0.2473011314868927,0.23986639082431793,0.10215971618890762,0.22156783938407898,-0.022307706996798515,0.23519061505794525,0.15621845424175262,0.3718663156032562,0.3092701733112335,0.09575598686933517,0.05138935521245003,0.1986796259880066
7,0.5340884923934937,0.8165308237075806,0.7344064116477966,0.569733738899231,0.6697415709495544,0.4130205810070038,0.6353532671928406,0.7627702355384827,0.7653100490570068,0.590244710445404,0.5499748587608337,0.6267417669296265,0.5904933214187622,0.6656776070594788,0.8132957220077515,0.644805908203125,0.502530574798584,0.7291567325592041,0.7626020312309265,0.7162099480628967,0.589104175567627,0.6532291173934937,0.5734325051307678,0.6262057423591614,0.529533326625824,0.730380117893219,0.8878347873687744,0.5403806567192078,0.649737536907196,0.9046217799186707,0.7026302218437195,0.6519537568092346,0.6706368327140808,0.6937359571456909,0.7807421088218689,0.6594038605690002,0.4958571791648865,0.5758921504020691,0.531358540058136,0.6459537148475647,0.556166410446167,0.510785698890686,0.5228255391120911,0.7739658355712891,0.7183418869972229,0.8342162370681763,0.7364747524261475,0.5266734957695007,0.5945982933044434,0.6128856539726257
8,0.5067009329795837,0.5608078837394714,0.7172698974609375,0.5726897120475769,0.5482786893844604,0.46304556727409363,0.39510396122932434,0.6197377443313599,0.5789240598678589,0.6199637055397034,0.4581466019153595,0.4803618788719177,0.4919228255748749,0.48901426792144775,0.6966396570205688,0.548600971698761,0.4836397171020508,0.5501903891563416,0.6173797249794006,0.5955395698547363,0.5573330521583557,0.47371286153793335,0.5051095485687256,0.6280156970024109,0.4533262550830841,0.5904341340065002,0.722550630569458,0.5101810693740845,0.534871518611908,0.6924086809158325,0.5021700859069824,0.48098301887512207,0.5002738833427429,0.463622123003006,0.5984380841255188,0.5581378936767578,0.48465773463249207,0.5783395767211914,0.5324092507362366,0.6553475260734558,0.44618433713912964,0.469539999961853,0.3590817153453827,0.6355148553848267,0.6054413318634033,0.5785279273986816,0.5459802150726318,0.678080141544342,0.4424539804458618,0.5822534561157227
9,0.43513625860214233,0.5351789593696594,0.45213744044303894,0.6762620806694031,0.49259400367736816,0.4239642918109894,0.531657874584198,0.7096706032752991,0.4428616762161255,0.4605473279953003,0.4786643087863922,0.531390368938446,0.5498327016830444,0.416871577501297,0.5045400261878967,0.48477375507354736,0.6344046592712402,0.5533372759819031,0.5865038633346558,0.28912225365638733,0.509151816368103,0.5727777481079102,0.48144617676734924,0.4904405176639557,0.45750558376312256,0.5697645545005798,0.4970475137233734,0.3925720751285553,0.5745266079902649,0.45504090189933777,0.48295846581459045,0.45258358120918274,0.5107192397117615,0.45150965452194214,0.4458375573158264,0.40739813446998596,0.21331149339675903,0.4862949550151825,0.44493043422698975,0.5018142461776733,0.4904109835624695,0.3563375473022461,0.5107744932174683,0.5310844779014587,0.5293056964874268,0.3895680606365204,0.4394764304161072,0.6474980115890503,0.5294906497001648,0.48586228489875793
